Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Bleached,W257,A072,Cohort18,Ambient,,NA,NA,NA,NA,NA,NA,NA,SM,,
Bleached,W257,A073,Cohort16,High,,19:52,562,1952,0.712,615,1912,0.678,SM,,
Bleached,W257,A074,Cohort17,High,,20:16,587,1615,0.636,493,1535,0.678,SM,,
Bleached,W261,A083,Cohort15,Ambient,,19:42,502,1543,0.674,412,1275,0.676,SM,,
Bleached,W261,A084,Cohort18,Ambient,,19:59,583,1923,0.696,532,1413,0.623,SM,,
Bleached,W261,A085,Cohort17,High,,20:18,652,1757,0.628,530,1469,0.639,SM,,
Bleached,W261,A086,Cohort14,Ambient,,19:38,473,1396,0.661,393,1259,0.687,SM,,
Bleached,W261,A087,Cohort11,Ambient,,20:08,417,1242,0.664,477,1490,0.679,SM,,
Bleached,W261,A088,Cohort16,High,,19:53,398,1300,0.693,586,1796,0.673,SM,,
Bleached,W261,A089,Cohort13,High,,20:30,606,1880,0.677,794,2495,0.681,SM,,
Bleached,W261,A090,Cohort12,High,,20:24,169,410,0.587,405,1174,0.655,SM,,
Bleached,W117,A091,Cohort14,Ambient,,19:39,666,1883,0.646,648,1857,0.651,SM,,
Bleached,W117,A092,Cohort12,High,,20:24,201,640,0.685,602,1933,0.688,SM,,
Bleached,W117,A093,Cohort17,High,,20:18,432,1384,0.687,240,774,0.689,SM,,
Bleached,W117,A094,Cohort18,Ambient,,20:00,628,2040,0.692,368,1137,0.676,SM,,
Bleached,W117,A095,Cohort11,Ambient,,20:09,481,1579,0.695,490,1489,0.67,SM,,
Bleached,W117,A096,Cohort15,Ambient,,19:46,340,1031,0.67,328,997,0.671,SM,,
Bleached,W117,A097,Cohort13,High,,20:30,520,1578,0.67,586,1643,0.643,SM,,
Bleached,W117,A098,Cohort16,High,,19:51,298,909,0.672,495,1480,0.665,SM,,
Bleached,W117,A099,NA,NA,,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W118,A100,Cohort13,High,,20:32,525,1664,0.684,650,1815,0.641,SM,,
Nonbleached,W118,A101,Cohort16,High,,19:52,548,1675,0.672,570,1623,0.648,SM,,
Nonbleached,W118,A102,Cohort17,High,,20:15,625,1679,0.627,484,1240,0.609,SM,,
Nonbleached,W118,A103,Cohort14,Ambient,,19:37,457,1146,0.601,341,920,0.632,SM,,
Nonbleached,W118,A104,Cohort15,Ambient,,19:45,480,1355,0.645,570,1492,0.617,SM,,
Nonbleached,W118,A105,Cohort11,Ambient,,20:07,575,1499,0.616,520,1374,0.621,SM,,
Nonbleached,W118,A106,Cohort12,High,,20:25,555,1398,0.603,208,1069,0.805,SM,,
Nonbleached,W118,A107,Cohort18,Ambient,,19:59,470,1306,0.64,333,949,0.649,SM,,
Bleached,W269,A108,Cohort13,High,,20:30,604,1838,0.671,542,1892,0.713,SM,,
Bleached,W269,A109,Cohort15,Ambient,,19:44,551,1456,0.621,612,1668,0.633,SM,,
Bleached,W269,A110,Cohort11,Ambient,,20:10,540,1785,0.697,575,1850,0.689,SM,,
Bleached,W269,A111,Cohort16,High,,19:55,454,1512,0.699,558,1680,0.667,SM,,
Bleached,W269,A112,NA,NA,,NA,NA,NA,NA,NA,NA,NA,SM,,
Bleached,W269,A113,Cohort14,Ambient,,19:36,583,1656,0.647,614,1726,0.644,SM,,
Bleached,W269,A114,Cohort18,Ambient,,19:59,425,1385,0.693,503,1723,0.708,SM,,
Bleached,W269,A115,Cohort12,High,,20:22,566,1542,0.632,533,1436,0.628,SM,,
Bleached,W269,A116,NA,NA,,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W270,A117,NA,NA,,20:19,694,1677,0.586,164,396,0.585,SM,,
Nonbleached,W270,A118,Cohort11,Ambient,,20:08,264,373,0.292,529,1634,0.676,SM,,
Nonbleached,W270,A119,Cohort14,Ambient,,19:38,264,926,0.714,539,1682,0.679,SM,,
Nonbleached,W270,A120,Cohort16,High,,19:55,402,1339,0.699,253,894,0.717,SM,,
Nonbleached,W270,A121,Cohort17,High,,20:16,392,1399,0.719,367,1168,0.685,SM,,
Nonbleached,W270,A122,Cohort13,High,,20:29,466,1389,0.664,406,1168,0.652,SM,,
Nonbleached,W270,A123,Cohort12,High,,20:25,470,1325,0.645,374,1365,0.726,SM,,
Nonbleached,W270,A124,Cohort18,Ambient,,19:58,288,870,0.668,461,1345,0.657,SM,,
Nonbleached,W270,A125,Cohort15,Ambient,,19:49,448,1516,0.704,442,1366,0.676,SM,,
