Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Bleached,W257,A067,Cohort15,Ambient,20160324,20:34,371,1339,0.722,385,1187,0.675,BL,,
Bleached,W257,A068,Cohort14,Ambient,20160324,20:22,341,1207,0.717,343,1218,0.718,BL,,
Bleached,W257,A069,Cohort12,High,20160324,20:09,337,937,0.638,443,1212,0.634,BL,Yield writing differs from Yield calculated,
Bleached,W257,A070,Cohort11,Ambient,20160324,20:04,327,1102,0.703,538,1753,0.693,BL,,
Bleached,W257,A071,Cohort13,High,20160324,20:14,372,1246,0.701,389,1382,0.718,BL,,
Bleached,W257,A072,Cohort18,Ambient,20160324,19:59,348,967,0.64,327,409,NA,BL,,Dead? 0.2
Bleached,W257,A073,Cohort16,High,20160324,20:47,435,1430,0.695,452,1510,0.7,BL,,
Bleached,W257,A074,Cohort17,High,20160324,20:41,421,1233,0.658,435,1284,0.661,BL,,
Bleached,W261,A083,Cohort15,Ambient,20160324,20:33,471,1613,0.707,284,1110,0.744,BL,,
Bleached,W261,A084,Cohort18,Ambient,20160324,19:51,356,1356,0.737,565,1618,0.65,BL,,
Bleached,W261,A085,Cohort17,High,20160324,20:40,402,1142,0.647,388,1163,0.666,BL,,
Bleached,W261,A086,Cohort14,Ambient,20160324,20:22,344,1069,0.678,527,1579,0.666,BL,,
Bleached,W261,A087,Cohort11,Ambient,20160324,20:03,383,1422,0.73,380,1220,0.688,BL,,
Bleached,W261,A088,Cohort16,High,20160324,20:51,493,1409,0.65,447,1302,0.656,BL,,
Bleached,W261,A089,Cohort13,High,20160324,20:13,365,1328,0.725,374,1290,0.71,BL,,
Bleached,W261,A090,Cohort12,High,20160324,20:08,315,974,0.676,331,1025,0.677,BL,,
Bleached,W117,A091,Cohort14,Ambient,20160324,20:20,345,1149,0.699,329,1064,0.69,BL,,
Bleached,W117,A092,Cohort12,High,20160324,20:05,439,1223,0.641,331,923,0.641,BL,,
Bleached,W117,A093,Cohort17,High,20160324,20:41,408,1452,0.719,376,1305,0.711,BL,,
Bleached,W117,A094,Cohort18,Ambient,20160324,19:52,359,1197,0.5,385,1321,0.708,BL,Yield writing differs from Yield calculated,
Bleached,W117,A095,Cohort11,Ambient,20160324,20:01,412,1334,0.691,416,1536,0.729,BL,,
Bleached,W117,A096,Cohort15,Ambient,20160324,20:35,338,1123,0.699,352,1248,0.717,BL,,
Bleached,W117,A097,Cohort13,High,20160324,20:16,381,1145,0.667,439,1320,0.667,BL,,
Bleached,W117,A098,Cohort16,High,20160324,20:52,349,1000,0.651,445,1174,0.62,BL,,
Bleached,W117,A099,NA,NA,20160324,NA,NA,NA,NA,NA,NA,NA,BL,,
Nonbleached,W118,A100,Cohort13,High,20160324,20:14,397,1188,0.665,360,1171,0.693,BL,,
Nonbleached,W118,A101,Cohort16,High,20160324,20:49,472,1473,0.679,346,1128,0.693,BL,,
Nonbleached,W118,A102,Cohort17,High,20160324,20:39,449,1301,0.654,393,1165,0.662,BL,,
Nonbleached,W118,A103,Cohort14,Ambient,20160324,20:24,396,1394,0.715,418,1265,0.669,BL,,
Nonbleached,W118,A104,Cohort15,Ambient,20160324,20:34,325,1106,0.706,274,844,0.675,BL,,
Nonbleached,W118,A105,Cohort11,Ambient,20160324,20:03,393,1358,0.71,366,1127,0.675,BL,,
Nonbleached,W118,A106,Cohort12,High,20160324,20:07,394,1282,0.693,355,1161,0.694,BL,,
Nonbleached,W118,A107,Cohort18,Ambient,20160324,19:48,495,1619,0.694,411,1296,0.682,BL,,
Bleached,W269,A108,Cohort13,High,20160324,20:11,471,1456,0.676,381,1324,0.712,BL,,
Bleached,W269,A109,Cohort15,Ambient,20160324,20:32,545,1570,0.652,475,1326,0.641,BL,,
Bleached,W269,A110,Cohort11,Ambient,20160324,20:04,392,1307,0.7,377,1208,0.687,BL,,
Bleached,W269,A111,Cohort16,High,20160324,20:48,453,1394,0.675,395,1321,0.7,BL,,
Bleached,W269,A112,NA,NA,20160324,NA,NA,NA,NA,NA,NA,NA,BL,,
Bleached,W269,A113,Cohort14,Ambient,20160324,20:20,463,1520,0.695,444,1307,0.66,BL,,
Bleached,W269,A114,Cohort18,Ambient,20160324,19:55,290,761,0.619,381,1268,0.699,BL,,
Bleached,W269,A115,Cohort12,High,20160324,20:09,426,1421,0.7,429,1379,0.689,BL,,
Bleached,W269,A116,NA,NA,20160324,NA,NA,NA,NA,NA,NA,NA,BL,,
Nonbleached,W270,A117,NA,NA,20160324,NA,NA,NA,NA,NA,NA,NA,BL,,
Nonbleached,W270,A118,Cohort11,Ambient,20160324,20:00,328,1133,0.71,333,1052,0.683,BL,,
Nonbleached,W270,A119,Cohort14,Ambient,20160324,20:21,336,1220,0.725,505,1403,0.64,BL,,
Nonbleached,W270,A120,Cohort16,High,20160324,20:50,348,1227,0.716,308,1019,0.697,BL,,
Nonbleached,W270,A121,Cohort17,High,20160324,20:42,325,1098,0.704,352,1292,0.727,BL,,
Nonbleached,W270,A122,Cohort13,High,20160324,20:12,397,1472,0.73,317,1239,0.744,BL,,
Nonbleached,W270,A123,Cohort12,High,20160324,20:08,359,1277,0.718,315,1082,0.709,BL,,
Nonbleached,W270,A124,Cohort18,Ambient,20160324,19:51,290,772,0.624,353,969,0.635,BL,,
Nonbleached,W270,A125,Cohort15,Ambient,20160324,20:35,375,1266,0.703,378,1239,0.694,BL,,
