Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Bleached,W257,A069,Cohort12,High,20160228,20:30,370,1206,0.693,NA,NA,NA,HP,,
Bleached,W257,A070,Cohort11,Ambient,20160228,20:25,326,1213,0.731,NA,NA,NA,HP,,
Bleached,W257,A071,Cohort13,High,20160228,20:07,442,1517,0.708,NA,NA,NA,HP,,
Bleached,W257,A072,Cohort18,Ambient,20160228,19:58,423,1180,0.641,NA,NA,NA,HP,,
Bleached,W257,A073,Cohort16,High,20160228,19:51,480,1521,0.684,NA,NA,NA,HP,,
Bleached,W257,A074,Cohort17,High,20160228,19:57,627,1778,0.647,NA,NA,NA,HP,,
Bleached,W261,A083,Cohort15,Ambient,20160228,19:51,478,1505,0.682,NA,NA,NA,HP,,
Bleached,W261,A084,Cohort18,Ambient,20160228,20:07,470,1658,0.716,NA,NA,NA,HP,,
Bleached,W261,A085,Cohort17,High,20160228,20:01,567,1535,0.63,NA,NA,NA,HP,,
Bleached,W261,A086,Cohort14,Ambient,20160228,20:17,394,1296,0.695,NA,NA,NA,HP,,
Bleached,W261,A087,Cohort11,Ambient,20160228,20:28,538,1477,0.635,NA,NA,NA,HP,,
Bleached,W261,A088,Cohort16,High,20160228,19:48,565,1512,0.626,NA,NA,NA,HP,,
Bleached,W261,A089,Cohort13,High,20160228,20:15,571,1581,0.638,NA,NA,NA,HP,,
Bleached,W261,A090,Cohort12,High,20160228,20:24,398,1141,0.651,NA,NA,NA,HP,,
Bleached,W117,A091,Cohort14,Ambient,20160228,20:12,396,1226,0.676,NA,NA,NA,HP,,
Bleached,W117,A092,Cohort12,High,20160228,20:28,396,1267,0.687,NA,NA,NA,HP,,
Bleached,W117,A093,Cohort17,High,20160228,20:03,366,934,0.608,NA,NA,NA,HP,,
Bleached,W117,A094,Cohort18,Ambient,20160228,19:56,261,762,0.657,NA,NA,NA,HP,,
Bleached,W117,A095,Cohort11,Ambient,20160228,20:19,352,1128,0.687,NA,NA,NA,HP,,
Bleached,W117,A096,Cohort15,Ambient,20160228,19:53,457,1332,0.656,NA,NA,NA,HP,,
Bleached,W117,A097,Cohort13,High,20160228,20:11,387,1342,0.711,NA,NA,NA,HP,,
Bleached,W117,A098,Cohort16,High,20160228,19:54,406,1162,0.65,NA,NA,NA,HP,,
Bleached,W117,A099,NA,NA,20160228,NA,NA,NA,NA,NA,NA,NA,HP,,
Nonbleached,W118,A100,Cohort13,High,20160228,20:12,491,1483,0.668,NA,NA,NA,HP,,
Nonbleached,W118,A101,Cohort16,High,20160228,19:48,572,1471,0.611,NA,NA,NA,HP,,
Nonbleached,W118,A102,Cohort17,High,20160228,20:00,482,1340,0.64,NA,NA,NA,HP,,
Nonbleached,W118,A103,Cohort14,Ambient,20160228,20:16,455,1481,0.692,NA,NA,NA,HP,,
Nonbleached,W118,A104,Cohort15,Ambient,20160228,19:54,456,1137,0.598,NA,NA,NA,HP,,
Nonbleached,W118,A105,Cohort11,Ambient,20160228,20:23,351,1132,0.689,NA,NA,NA,HP,,
Nonbleached,W118,A106,Cohort12,High,20160228,20:23,322,1125,0.704,NA,NA,NA,HP,Yield writing differs from Yield calculated,
Nonbleached,W118,A107,Cohort18,Ambient,20160228,20:04,392,1318,0.702,NA,NA,NA,HP,,
Bleached,W269,A108,Cohort13,High,20160228,20:13,491,1519,0.676,NA,NA,NA,HP,,
Bleached,W269,A109,Cohort15,Ambient,20160228,19:49,563,1361,0.586,NA,NA,NA,HP,,
Bleached,W269,A110,Cohort11,Ambient,20160228,20:26,346,1132,0.694,NA,NA,NA,HP,,
Bleached,W269,A111,Cohort16,High,20160228,19:55,551,1538,0.641,NA,NA,NA,HP,,
Bleached,W269,A112,NA,NA,20160228,NA,NA,NA,NA,NA,NA,NA,HP,,
Bleached,W269,A113,Cohort14,Ambient,20160228,20:13,544,1431,0.619,NA,NA,NA,HP,,
Bleached,W269,A114,Cohort18,Ambient,20160228,20:03,437,1338,0.673,NA,NA,NA,HP,,
Bleached,W269,A115,Cohort12,High,20160228,20:29,490,1649,0.702,NA,NA,NA,HP,,
Bleached,W269,A116,NA,NA,20160228,NA,NA,NA,NA,NA,NA,NA,HP,,
Nonbleached,W270,A117,NA,NA,20160228,NA,NA,NA,NA,NA,NA,NA,HP,,
Nonbleached,W270,A118,Cohort11,Ambient,20160228,20:22,438,1312,0.666,NA,NA,NA,HP,,
Nonbleached,W270,A119,Cohort14,Ambient,20160228,20:11,316,1154,0.726,NA,NA,NA,HP,,
Nonbleached,W270,A120,Cohort16,High,20160228,19:55,453,1179,0.615,NA,NA,NA,HP,,
Nonbleached,W270,A121,Cohort17,High,20160228,20:00,310,967,0.679,NA,NA,NA,HP,,
Nonbleached,W270,A122,Cohort13,High,20160228,20:14,450,1522,0.704,NA,NA,NA,HP,,
Nonbleached,W270,A123,Cohort12,High,20160228,20:21,383,1270,0.698,NA,NA,NA,HP,,
Nonbleached,W270,A124,Cohort18,Ambient,20160228,20:01,526,1330,0.604,NA,NA,NA,HP,,
Nonbleached,W270,A125,Cohort15,Ambient,20160228,19:54,502,1443,0.652,NA,NA,NA,HP,,
