Parental.Performance,Parent.ID,Fragment.ID,Cohort,Treatment,Date,Time,Fo.Rep1,Fm.Rep1,Yield.Rep1,Fo.Rep2,Fm.Rep2,Yield.Rep2,QC,Rep1.Notes,Rep2.Notes
Bleached,W117,A097,Cohort13,High,20160407,20:34,298,1098,0.728,377,1271,0.703,SM,,
Bleached,W117,A098,Cohort16,High,20160407,19:50,325,1215,0.732,280,1020,0.725,SM,,
Bleached,W117,A099,NA,NA,20160407,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W118,A100,Cohort13,High,20160407,20:36,366,1291,0.716,359,1311,0.726,SM,,
Nonbleached,W118,A101,Cohort16,High,20160407,19:51,282,931,0.697,397,1216,0.673,SM,,
Nonbleached,W118,A102,Cohort17,High,20160407,19:59,348,1061,0.672,380,1178,0.677,SM,,
Nonbleached,W118,A103,Cohort14,Ambient,20160407,20:20,384,1235,0.689,424,1305,0.675,SM,,
Nonbleached,W118,A104,Cohort15,Ambient,20160407,20:13,415,1232,0.663,329,999,0.67,SM,,
Nonbleached,W118,A105,Cohort11,Ambient,20160407,20:55,263,786,0.665,231,938,0.753,SM,,
Nonbleached,W118,A106,Cohort12,High,20160407,21:00,383,1277,0.7,295,988,0.701,SM,,
Nonbleached,W118,A107,Cohort18,Ambient,20160407,20:47,227,770,0.705,319,1102,0.71,SM,,
Bleached,W269,A108,Cohort13,High,20160407,20:29,437,1366,0.68,399,1359,0.706,SM,,
Bleached,W269,A109,Cohort15,Ambient,20160407,20:15,381,1221,0.687,354,1182,0.7,SM,,
Bleached,W269,A110,Cohort11,Ambient,20160407,20:53,351,1221,0.712,318,1077,0.704,SM,,
Bleached,W269,A111,Cohort16,High,20160407,19:45,319,1124,0.716,355,1302,0.727,SM,,
Bleached,W269,A112,NA,NA,20160407,NA,NA,NA,NA,NA,NA,NA,SM,,
Bleached,W269,A113,Cohort14,Ambient,20160407,20:18,412,1447,0.715,417,1381,0.698,SM,,
Bleached,W269,A114,Cohort18,Ambient,20160407,20:42,344,1335,0.742,267,935,0.714,SM,,
Bleached,W269,A115,Cohort12,High,20160407,21:02,440,1557,0.717,418,1477,0.716,SM,,
Bleached,W269,A116,NA,NA,20160407,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W270,A117,NA,NA,20160407,NA,NA,NA,NA,NA,NA,NA,SM,,
Nonbleached,W270,A118,Cohort11,Ambient,20160407,20:51,416,1309,0.682,246,835,0.709,SM,,Yield writing differs from Yield calculated
Nonbleached,W270,A119,Cohort14,Ambient,20160407,20:17,324,1169,0.722,261,1092,0.76,SM,,
Nonbleached,W270,A120,Cohort16,High,20160407,19:50,324,1127,0.712,344,1251,0.725,SM,,
Nonbleached,W270,A121,Cohort17,High,20160407,19:55,279,1027,0.728,392,1290,0.696,SM,,
Nonbleached,W270,A122,Cohort13,High,20160407,20:30,289,1090,0.734,291,1121,0.74,SM,,
Nonbleached,W270,A123,Cohort12,High,20160407,21:01,368,1384,0.734,274,989,0.722,SM,,
Nonbleached,W270,A124,Cohort18,Ambient,20160407,20:41,307,942,0.674,296,869,0.659,SM,,
Nonbleached,W270,A125,Cohort15,Ambient,20160407,20:11,351,1262,0.721,301,1209,0.751,SM,,
