Block Type,96well,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,
Experiment File Name,E:\TaqMan_Std.eds,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,Not Started,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,EXPFAIL,THOLDFAIL
F1,261,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,32,,N,N,N
F2,261,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,32,,N,N,N
F3,261,C,UNKNOWN,VIC,NFQ-MGB,28.1756,28.381,0.2904,,,,TRUE,0.0123,TRUE,3,27,,N,N,Y
F3,261,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,N,Y
F4,261,C,UNKNOWN,VIC,NFQ-MGB,28.5863,28.381,0.2904,,,,TRUE,0.0123,TRUE,3,27,,N,N,Y
F4,261,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,N,Y
F5,261 A,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,24,,N,N,N
F6,261 A,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,24,,N,N,N
F7,261 A,C,UNKNOWN,VIC,NFQ-MGB,25.1314,25.0844,0.0664,,,,TRUE,0.0123,TRUE,3,24,,N,N,Y
F7,261 A,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,N,Y
F8,261 A,C,UNKNOWN,VIC,NFQ-MGB,25.0375,25.0844,0.0664,,,,TRUE,0.0123,TRUE,3,23,,N,N,Y
F8,261 A,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,N,Y
F9,261 H,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,28,,N,N,N
F10,261 H,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,28,,N,N,N
F11,261 H,C,UNKNOWN,VIC,NFQ-MGB,26.7744,26.7015,0.103,,,,TRUE,0.0123,TRUE,3,25,,N,N,N
F11,261 H,D,UNKNOWN,FAM,NFQ-MGB,34.1319,34.2152,0.1179,,,,TRUE,0.1933,TRUE,3,28,,N,N,N
F12,261 H,C,UNKNOWN,VIC,NFQ-MGB,26.6287,26.7015,0.103,,,,TRUE,0.0123,TRUE,3,25,,N,N,N
F12,261 H,D,UNKNOWN,FAM,NFQ-MGB,34.2985,34.2152,0.1179,,,,TRUE,0.1933,TRUE,3,29,,N,N,N
G1,NTC,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,39,,N,N,Y
G2,NTC,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,39,,N,N,Y
G3,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,TRUE,0.0123,TRUE,3,39,,N,Y,Y
G3,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,Y,Y
G4,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,TRUE,0.0123,TRUE,3,39,,N,N,Y
G4,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.1933,TRUE,3,39,,N,N,Y
G5,POS,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,32,,N,N,N
G6,POS,Mcap,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,TRUE,0.0001,TRUE,3,33,,N,N,N
G7,POS,C,UNKNOWN,VIC,NFQ-MGB,31.1753,31.1741,0.0016,,,,TRUE,0.0123,TRUE,3,29,,N,N,N
G7,POS,D,UNKNOWN,FAM,NFQ-MGB,34.708,34.8396,0.1861,,,,TRUE,0.1933,TRUE,3,29,,N,N,N
G8,POS,C,UNKNOWN,VIC,NFQ-MGB,31.173,31.1741,0.0016,,,,TRUE,0.0123,TRUE,3,29,,N,N,N
G8,POS,D,UNKNOWN,FAM,NFQ-MGB,34.9712,34.8396,0.1861,,,,TRUE,0.1933,TRUE,3,30,,N,N,N
G9,,,,,,,,,,,,,,,,,,N,N,N
G10,,,,,,,,,,,,,,,,,,N,N,N
G11,,,,,,,,,,,,,,,,,,N,N,N
G12,,,,,,,,,,,,,,,,,,N,N,N
H1,,,,,,,,,,,,,,,,,,N,N,N
H2,,,,,,,,,,,,,,,,,,N,N,N
H3,,,,,,,,,,,,,,,,,,N,N,N
H4,,,,,,,,,,,,,,,,,,N,N,N
H5,,,,,,,,,,,,,,,,,,N,N,N
H6,,,,,,,,,,,,,,,,,,N,N,N
H7,,,,,,,,,,,,,,,,,,N,N,N
H8,,,,,,,,,,,,,,,,,,N,N,N
H9,,,,,,,,,,,,,,,,,,N,N,N
H10,,,,,,,,,,,,,,,,,,N,N,N
H11,,,,,,,,,,,,,,,,,,N,N,N
H12,,,,,,,,,,,,,,,,,,N,N,N
